0,21,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0
0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0
0,0,0,0,0,0,0,0,0,27,19,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21,11,0,15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,30,0,0,24,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,21,22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
